id,penulis,judul,abstrak_id,abstrak_en,pembimbing_pertama,pembimbing_kedua,prodi
110711100023,MUHAMMAD HENDRIK,PENETAPAN UJROH DI PEGADAIAN SYARIAH BANGKALAN DALAM TINJAUAN HUKUM ISLAM,,,"H. ACH. MUS'IF, S.HI., MA",,Hukum Bisnis Syariah
110711100013,nuruddin,tinjauan hukum Islam terhadap penerapan denda DALAM AKAD 'ARIYAH (studi kasus di perpustakaan Universitas Trunojoyo Madura),"Transaksi pinjam meminjam buku diperpustakaan UTM dalam prakteknya menunjukkan beberapa hal yang memberatkan dan mengarah lebih menguntungkan sepihak. Hal ini dapat dilihat dari praktek pelaksanaan pinjam meminjam itu sendiri yang secara ketat menemukan adanya denda dalam akad ‘ariyah tersebut. Hal ini tentu akan merugikan pihak lain namun jika hal ini tidak dilakukan, maka pihak perpustakaan juga akan merasa dirugikan seperti kekurangan koleksi pada saat mahasiswa yang lain ingin meminjam buku tersebut. Kenyataan tersebut merupakan suatu permasalahan yang memerlukan pemecahan secara komprehensif. Rumusan masalah dalam penelitian ini yaitu bagaimana praktek pinjam meminjam buku di perpustakaan UTM dengan menerapkan denda ditinjau dari hukum Islam, maka perlu dikaji dan ditawarkan sebuah alternatif solusi atas permasalahan yang terjadi dengan melakukan penelitian tentang Tinjauan Hukum Islam terhadap Penerapan Denda Dalam Akad „ariyah.
Jenis penelitian ini adalah penelitian lapangan (field reseach) yaitu mengumpulkan data yang dilakukan dengan penelitian di tempat terjadinya segala yang diselidiki. Mengenai waktu dan tempat penelitian dilakukan di Desa Telang Kec. Kamal, Kab Bangkalan. Dalam penelitian ini menggunakan metode wawancara, observasi, dan purposive sampling guna menjawab permasalahan yang ada. Penelitian ini menghasilkan beberapa temuan, pertama pinjam meminjam buku dengan menerapkan denda di perpustakaan UTM adalah sah karena menggunakan transaksi pinjam meminjam dengan batas jangka waktu („ariyah muqayyad) sehingga apabila mahasiswa terlambat maka harus bertangung jawab Kedua, denda yang diterapkan menggunakan uang yaitu 200/buku, hal ini diperbolehkan dalam Islam berdasarkan prinsip d}aman al-„aqdi. Jadi mendenda dengan uang terhadap orang telah ingkarjanji dalam peikatan maka itu diperbolehkan.","ABSTRACT
The library book lending and borrowing transactions UTM in practice shows some aggravating factors and lead a more favorable unilateral. It can be seen from the practice of the implementation of the borrowing itself which is strictly find any fines in the contract 'the ariyah. This would be detrimental to the other party, but if this is not done, then the library will also feel aggrieved as shortage collection when another student wants to borrow the book. The fact it is a problem that requires a comprehensive solution. Formulation of the problem in this research is how the practice of borrowing books from UTM to impose fines in terms of Islamic law, it is necessary to study and to offer an alternative solution to the problems that occur with doing research on Islamic Law Review of the Implementation Agreement Fines In ""ariyah.
Type of research is a field (field reseach) which collects data conducted by research in the place of all investigated. Regarding the time and place of the research conducted at the district Telang. Kamal, Regency Bangkalan. In this study using interviews, observations, and purposive sampling to address the issues that exist. This research resulted in several findings, the first lending and borrowing books by applying penalties in the UTM library is valid for use lending and borrowing transactions within the period (""ariyah muqayyad) so that when the students late then be liable Second, penalties are applied using the money that is 200 / book, this is permitted in Islam is based on the principle of d} safely al ""aqdi. So fined with money towards people have ingkarjanji in peikatan then it is allowed.",shofiyun nahidloh,,Hukum Bisnis Syariah
110711100025,Sumar Rohman,Konversi Gadai Menjadi Nilai Daging Sapi Perspektif Mazhab Syafi'iyah (Studi Kasus Gadai Tanah di Desa Bujur Barat Kec. Batu Marmar Kab. Pamekasan Madura),"ABSTRAK
Gadai ini merupakan bagian dari praktik Muamalah yang melibatkan ar-Rahin walMurtahin. Gadai adalah kontrak yang memiliki nilai sosial yang tinggi, yang paling sering
pion dibuat dasar pada akal bantuan ofmutual (ta'awun). Pada dasarnya, pion membuat
harta sebagai jaminan untuk utang yang dapat digunakan dan akan kembali ke seperti
jumlah, atau sebagai melunasi ketika Robin gagal untuk membayar. Hal ini berbeda dengan
gadai di desa Bujur Barat, Batu Marmar Kecamatan, Kabupaten Pamekasan, yang
pion dipraktekkan oleh penghuni desa diubah menjadi nilai daging sapi.
Bidak konversi menjadi nilai daging sapi; tentu itu bukan
biasa yang terjadi dalam transaksi gadai. Jadi penulis ingin
mengungkap sepenuhnya dengan menggunakan Syafi'iyah perspektif sekte. Karena Syafi'iyah
pemikiran sekte telah digunakan oleh sebagian besar masyarakat Indonesia.
Penulis menggunakan metode penelitian kualitatif untuk mengungkap semua kejadian
di desa Bujur Barat. Penelitian kualitatif adalah penelitian yang bertujuan untuk
memahami dunia makna yang dilambangkan dalam perilaku masyarakat. Karakteristik
adalah penelitian alami dengan induktif dan metode verstehen, dan dengan deskriptif dan
Laporan naratif.
Berdasarkan hasil penelitian, dapat disimpulkan bahwa konversi gadai
transaksi menjadi nilai daging sapi menurut Syafi'iyah sekte yang diizinkan untuk
diperbolehkan. Karena dalam gadai memberikan kembali hal yang sama dengan
hal dikontrak adalah kewajiban.
Kata kunci: Syafi'iyah Sect, Gadai itu, ar-Rahin wal-Murtahin, Konversi Gadai
Menjadi Beef Nilai tanah","ABSTRACT
The pawn is a part of Muamalah practice which involves ar-Rahin walMurtahin. The pawn is a contract that has a high social value, most often the
pawn is made base on sense ofmutual help (ta'awun). Basically, a pawn makes a
treasure as warranty for a debt that is able to be used and will be returned to such
amount, or as a paying off when Rohin is failed to pay it. It is different with a
pawn in Bujur Barat village, Batu Marmar sub-district, Pamekasan regency, the
pawn practiced by the village dweller is converted into the value of beef.
The conversion pawn becomes the beef value; certainly it is not a
commonplace that occurs in the pawning transactions. So the writer wants to
uncover it completely by using Syafi'iyah sect perspective. Because the Syafi'iyah
sect thought has been used by the majority of Indonesia society.
The writer used qualitative research method to uncover all of the occurrences
in the Bujur Barat village. The qualitative research is a research that aims to
understand the world meaning symbolized in people's behavior. Its characteristic
is natural research with inductive and verstehen method, and with descriptive and
narrative report.
Based on the research results, it is concluded that the pawn conversion
transaction becomes beef value according to Syafi'iyah sect which is allowed to
be permissible. Because in the pawning of giving back the same thing with the
thing is contracted is an obligation.
Keywords: Syafi'iyah Sect, the Pawn, ar-Rahin wal-Murtahin, Pawn Conversion
Land becoming Beef Value.","Shofiyun Nahidloh, S. Ag., M.HI",,Hukum Bisnis Syariah
110711100037,Adam Malik,"PRAKTEK PERMODALAN BERSYARAT MENURUT HUKUM ISLAM
         (Studi Kasus Desa Palesanggar Kec. Pegantenan Kab. Pamekasan)","ABSTRAK
	Skripsi ini adalah hasil penelitian yang berjudul “ PRAKTEK PERMODALAN BERSYARAT MENURUT HUKUM ISLAM” (Studi Kasus Desa Palesanggar Kecamatan Pegantenan Kabupaten Pamekasan) yang melatar belakangi dari judul skripsi ini, bahwasanya masyarakat desa Palesanggar mayoritas petani tembakau dengan tingkat ekonomi yang berbeda-beda sehingga kebutuhan sehari-hari tidak lepas dari campur tangan orang lain, sehingga pada waktu musim tembakau tidak semua petani bisa menanam tembakau bahkan banyak lahan-lahan yang kosong karena tidak mempunyai modal untuk mengisi lahannya sehingga di desa Palesanggar ada beberapa juragan tembakau yang memberikan modal kepada petani dengan syarat-syarat tertentu. 	
	Tujuan dari skripsi ini untuk mencapai rumusan masalah yaitu mendiskripsikan praktek permodalan bersyarat dan tinjauan hukum islam, dalam penelitian ini metode yang di pakai adalah metode kualitatif diskriptif yang hanya memaparkan situasi yang ada di lapangan, dengan tekhnik pengumpulan data secara editing, organizing dan yang terjadi populasinya adalah juragan selaku orang yang memberikan modal dan petani selaku orang yang membutuhkan modal.
	hasil penelitian menjelasakan bahwa praktek pemberian pinjaman kepada petani tembakau dengan syarat yang telah di sepakati  baik cara pemberian modal, pengajuan, dan pernyataan ijab dan qabul walaupu tidak secara implesit di ucapakan akan tetapi praktek tersebut sudah sesuai dengan hukum islam baik al-qur’an maupun Al-hadist karena praktek tersebut sudah menjadi tradisi yang baik yang sifatnya tolong menolong sesuai dengan firman Allah dalam surat Al-maidah ayat 2. “Dan tolong-menolonglah kamu dalam (mengerjakan) kebajikan dan takwa” , dan dalam akad tersebut tidak ada unsur paksaan.
 Kata kuncinya akad qiradh muqridl, muqtaridl, muqradl dan shiqhah.","ABSTRACT
	This thesis is the result of a study entitled ""CONDITIONAL CAPITAL BY LAW PRACTICE ISLAM"" (Case Study Palesanggar Rural District of Pegantenan Pamekasan) the background of the title of this essay, that the villagers Palesanggar majority of tobacco farmers with economic levels vary so daily needs -Today is not free from the interference of others, so that when the tobacco season not all farmers can grow tobacco even many vacant lands because they do not have the capital to replenish its land so that in the village there are a few bosses tobacco Palesanggar who provide capital to farmers on condition certain
The purpose of this paper to achieve the formulation of the problem is to describe the practice of conditional capital and a review of Islamic law, in this study the method in use is the qualitative method diskriptif that only describe the situation on the ground, with the data collection technique of editing, organizing and occurring population is the skipper as people who provide the capital and farmers as people in need of capital.
the research identifies that the practice of granting loans to tobacco farmers with the terms that have been agreed both capital administration, filing, and the consent statement and qabul although not implesit in ucapakan but the practice is in conformity with Islamic law both the Qur'an and Al-hadith because the practice has become a good tradition that are helping in accordance with the word of God in the Al-Maidah verse 2. “And helping you in (doing) goodness and piety "", and in the contract there is no element of coercion.
The key word Qiradh muqridl contract, muqtaridl, muqradl and shiqhah.","Shofiyun Nahidloh,S.Ag.,M.HI",,Hukum Bisnis Syariah
110711100027,RUMSIYAH,"TINJAUAN HUKUM ISLAM TERHADAP TRADISI PENGURANGAN TIMBANGAN DALAM PRAKTEK JUAL BELI TEMBAKAU 

(Studi Kasus Di Desa Tobai Tengah Kecamatan Sokobanah  Kabupaten Sampang Madura)","ABSTRAK
Timbangan merupakan jenis pengukuran barang, akan tetapi yang paling umum dalam perdagangan jual beli, jadi pedagang tembakau berperan penting dalam berantransaksi dengan menggunakan timbangan, karena semua pedagang tidak luput dari alat timbangan, trutama pedagang tembakau, sebagaimana yang terjadi di Desa Tobai Tengah Kecamatan Sokobanah Sampang ada beberapa pedagang yang mengurangi timbangan dalam praktek jual beli tembakau.
 Masalah yang diteliti dalam skripsi ini yaitu meliputi: Bagaimana Pelaksanaan Tradisi Pengurangan Timbangan Dalam Praktek Jual Beli Tembakau di Desa Tobai Tengah, dan Bagaimana Tinjauan Hukum Islam Terhadap Tradisi Pengurangan Timbangan Dalam Praktek Jual Beli Tembakau di Desa Tobai Tengah Kecamatan Sokobanah Sampang. Untuk mengindentifikasikan permasalahan tersebut penelitian ini menggunakan jenis penelitian kualitatif bersifat diskriptif, pengumpulan data menggunakan metode observasi, wawancara, dan dokumentasi. Dari hasil penelitian ditemukan bahwa praktek jual beli tembakau di Desa Tobai Tengah ini ada kecurangan yaitu pengurangan timbangan dalam praktek jual beli tembakau, sehingga ada salah satu pihak yang dirugikan dan di dalamnya mengandung unsur kedhaliman dan penipuan.
Berdasarkan hasil penelitian di atas dan hasil analisis bisa disimpulkan bahwa praktek jual beli tembakau di Desa Tobai Tengah Kecamatan Sokobanah Sampang, dalam tinjauan hukum Islam pengurangan timbangan dalam praktek jual beli tembakau merupakan salah bentuk yang tidak dibenarkan dalam Islam karena di dalamnya mengandung unsur penipuan dan kedhaliman terhadap milik orang lain, dan tidak mau bersikap adil dengan sesama.

Kata Kunci: Tradisi, timbangan, jual beli.","ABSTRACT
Scales is the tool to gauge something which is used in purchase and sale. It has an important role in any-kind of transaction of sales. Every seller measures their goods before dealing the price with the purchaser. It could not be denied that the tobacco sellers also use scales in selling their tobacco. But sometimes tobacco seller misused scales in tobacco commercial transaction. It always occurs in every places of commercial. As it was occur in TOBAI TENGAH, SOKOBANAH district, SAMPANG regency where there are many sellers beaten down the weights in the purchase and sales practice.	
In this thesis, we analyzed about how the tobacco sellers in TOBAI TENGAH alleviate the weight in the purchase and sale practices and how the Islam law beheld this kind of practices.  To identify these cases, this research, descriptively used the qualitative research and applied an observation, interview, and documentation in collecting all the data. This research found that the tobacco sellers in TOBAI TENGAH were dealing the purchase and sale practices dishonestly.  They reduce the weight of goods that they buy through the scales they used for. Of course, there is one side inflicted from because it contains tyrannical and deception. 
According to the research above, it could be concluded that tobacco purchase and sales transaction in TOBAI TENGAH, SOKOBANAH district, SAMPANG, was dishonestly dealing. It’s called deception, because there is weight alleviation in the tobacco purchase and sale transaction secretly. 
Guide/ key word: tradition, weights and purchase and sales transaction","SHOFIUN NAHIDLOH,S.Ag.,M.HI",,Hukum Bisnis Syariah
110611100118,Dessy Setyowati,Pengaruh Penggunaan Media Audio Visual Terhadap Hasil Belajar Siswa Kelas III SD Negeri Pejagan 1,"Latar belakang penelitian ini adalah penggunaan media dalam pembelajaran yang masih kurang diterapkan, keterbatan media pembelajaran yang ada di sekolah dan perlu adanya inovasi pembelajaran. Hal tersebut menyebabkan adanya kurang ketertarikan dengan pembelajaran. Selain itu pengajaran yang masih berpusat pada guru serta penggunaan media pembelajaran yang belum ada membuat proses pembelajaran kurang menarik. Penggunaan media pembelajaran akan dapat mempermudah dan mengefektifkan proses pembelajaran. Fungsi utama dari media pembelajaran adalah sebagai alat bantu mengajar. Penelitian ini bertujuan untuk mengetahui pengaruh penggunaan media audio visual terhadap hasil belajar siswa pada materi kerjasama mata pelajaran Ilmu Pengetahuan Sosial kelas III. 
Penelitian ini menggunakan metode penelitian kuantitatif dengan jenis metode penelitian eksperimen. Pada penelitian ini bentuk true exsperimental design dengan menggunakan teknik pretest-posttest control group design. Hasil analisis data menunjukkan thitung (2,196) >  ttabel (2,045) maka keputusannya adalah Ho ditolak. Jadi dapat disimpulkan bahwa penggunaan media audio visual berpengaruh terhadap hasil belajar siswa pada materi kerjasama kelas III di SD Negeri Pejagan 1.","The background of this study  is the use of media in learning lack, media in learning that very limite in the school and need more information in learning. Those cause leck interest in learning. In other hand, learning which is still centralize to the teacher and lack use of media in learning make learning process less interesting. The use of media in leraning can make easily and effectively in learning process. Main function in learning media is as teaching tool. The study aimed to determine the influence of audio-visual media to the result of the student in learning the material of teamwork in the subject social science in third grade.
This study used quantitative research methods with the menthol of experiment. In this study from exsperimental design use technique pretest-posttest control group design. The results of the analyzing data  shows tcount (2,196)> ttable (2,045) so the result is Ho denied. So it can be concluded that the use of audio-visual media influence to the result of student learning in material cooperation on third grade elementary school Pejagan 1.","Drs. Harun Al Rasyid, M.Si","Wanda Ramansyah, S.Pd., M.Pd",Pgsd
110611100056,Holiyah Sari,Strategi Sekolah dalam Upaya Penguatan Karakter Disiplin Siswa (Studi Kasus pada SDN Demangan 1 Bangkalan),"Penelitian ini bertujuan untuk mengetahui gambaran kedisiplinan siswa, strategi yang dilakukan sekolah dalam upaya penguatan karakter disiplin siswa, strategi penguatan karakter disiplin dalam mata pelajaran, dan faktor yang memengaruhi penguatan karakter disiplin siswa SDN Demangan 1 Bangkalan. Jenis penelitian kualitatif deskriptif digunakan dalam penelitian ini dengan pendekatan studi kasus di SDN Demangan 1 agar dapat mengungkap fokus penelitian secara tajam dan akurat. Pengumpulan data dilakukan dengan menggunakan metode observasi, wawancara, dokumentasi, catatan lapangan, dan triangulasi. Sampel sumber data dipilih secara purposive sampling dengan strategi snowball sampling. Hasil Penelitian menunjukkan bahwa: (1) karakter disiplin siswa SDN Demangan 1 Bangkalan sudah cukup baik, namun masih perlu adanya upaya penguatan, (2) strategi penguatan karakter disiplin siswa terdiri dari upaya sekolah dan guru kelas. Strategi sekolah meliputi: keranjang tertib, buku penghubung siswa, kegiatan sekolah seperti kegiatan upacara, baris-berbaris, bersih-bersih, dan esktrakurikuler. Sedangkan strategi guru kelas meliputi miscall shubuh, dan pemberian hadiah maupun hukuman, (3) strategi penguatan karakter disiplin dibebankan pada semua mata pelajaran melalui proses pembelajaran dan dapat dilihat pada RPP yang disusun oleh guru, (4) faktor yang memengaruhi terdiri dari: (b) faktor penghambat/kendala paling utama terletak pada faktor internal yaitu diri siswa itu sendiri, sedangkan faktor eksternal yaitu lingkungan keluarga, dan teman sebaya.

Kata Kunci: strategi, karakter disiplin, siswa","This research is conducted by purposed to find an image discipline of students, the strategy by
schools in strengthening efforts the character of discipline, the strategy of strengthening the
character of discipline in subjects, and the factors that influences the strengthening of the
character of discipline students at SDN Demangan 1 Bangkalan. Descriptive qualitative used
in this research with the approach of the case studies at SDN Demangan 1 to be able to show
the research as sharp and accurate. Collecting data by observation, directive interview,
documentation, field notes, and triangulation. The sample source of data selected purposive
sampling with snowball sampling strategy. The result of the research shows that: (1) the
character of students’ discipline at SDN Demangan 1 Bangkalan are good enough actually,
however it still needs strengthen efforts, (2) strengthen of the character of students’ discipline
strategy is consist of efforts from the school and classroom teachers. The school’s strategies
are: the rule basket, students connection book, ceremonial activity, line march, cleanings, and
extracurricular. The teachers’ strategies are like miscall shubuh (sunrise calling), and giving
rewards or punishments, (3) strengthen of the character of students’ discipline strategy is
burdened to all of the lesson trough learning and teaching process, and it can be checked on
the lesson plan which is arranged by the teachers, (4) the influence factors are: (a) supporting
factors such as good model, the teachers vision and mission, and Closed Circuit Television,
(b) the most obstacle factor is the internal factor that is from the students itself, and the
external factors are family and friends of the same age.
Keywords: strategy of school, the character of discipline, elementary school’s students","Mujtahidin, S.Pd., M.Pd","Moh. Edy Nurtamam, S.Pd., M.Si",Pgsd
110611100085,Dwi Indah Rahayuingsih,Perbandingan Hasil Belajar Cooperative Learning Metode Group Investigation dan Think Pair Share Pada Tema Berbagai Pekerjaan SDN Demangan 1 Bangkalan,"Penelitian “Perbandingan Hasil Belajar Cooperative Learning Metode Group Investigation dan Think Pair Share Pada Tema Berbagai Pekerjaan SDN Demangan 1” bertujuan untuk mengetahui perbandingan hasil belajar siswa kognitif. Penelitian dilakukan di SDN Demangan 1 Bangkalan pada Tema 4 Berbagai Pekerjaan Sub Tema 3 Pekerjaan Orang Tuaku Pembelajaran 1. Metode penelitian ini adalah Quasi Experimental Design dengan Pretest-Postet control group design dengan dua macam perlakuan yang berbeda di dua kelas eksperimen. Sampel yang digunakan adalah Kelas IVA dan IVB. Instrumen penelitian yang digunakan adalah Tes Hasil Belajar (THB) objektif sebanyak 20 soal dan lembar observasi yang terdiri dari keterlaksanaan pembelajaran dan aktivasi siswa. Uji-t Pretest kedua kelas menyatakan bahwa H0 diterima dengan thitung 0,2153 dan ttabel 1,997, sehingga tidak terdapat perbedaan hasil belajar kelas GI dan TPS. Sedangkan, uji-t Postest kedua kelas menyatakan bahwa H0 ditolak dengan thitung 2,0991dan ttabel 1,997, sehingga terdapat perbedaan hasil belajar kelas GI dan TPS. Dari uji gain ternormalisasi (g) peningkatan hasil belajar TPS lebih baik dari metode GI, dengan nilai (g) kelas TPS 0,63 lebih besar dari nilai (g) GI 0,48.","A Study about “Cooperative Learning Result Comparison of Group Investigation and Think Pair Share Method in The Theme of Various Jobs at Demangan 1 State Elementary School” is aimed to understand the learning result comparison of cognitive student. This study is conducted at Demangan 1 Elementary School Bangkalan at the Theme 4 Various Jobs Sub Theme 3 My Parents Job Learning 1. The methode of this study is Quasi Experimental Design with Pretest-Postes control group design by using two different treatments in two experimental classes. The sample that is used fourth class (A and B). The instrument of this study is objective Learning Result Test (THB) with 20 multiple choice questions and observation sheets which are composed of implemented learning and student activation. The Pretest of t-test of the two classes states that  H0 is accepted with tcount 0,2153 and ttable 1,997, so that there is no learning result difference between GI class and TPS. Whereas, the Postest of t-test of the two classes states that H0 is rejected with tcount 2,0991and ttable 1,997, so that there is a difference of learning result between GI class and TPS. From the normalized gain test (g), the improving learning result of TPS is better than GI method with the value (g) of TPS class is 0,63 which is higher than the value (g) of GI that is 0,48.","Eva Ari Wahyuni, S.Pd., M.Si","Muhammad Busyro Karim, S.Ag., M.Si",Pgsd
110611100090,Fatimatus Zakiyah,Kemampuan Berpikir Tingkat Tinggi Siswa Kelas V SDN Pejagan 1 Bangkalan Tema Kerukunan dalam Bermasyarakat pada Kurikulum 2013,"Penelitian ini bertujuan untuk mengetahui kemampuan berpikir tingkat tinggi siswa kelas V pada tema “Kerukunan dalam Bermasyarakat”. Berpikir tingkat tinggi perlu untuk dimiliki siswa mulai jenjang Sekolah Dasar (SD) terutama kelas atas dengan tujuan agar siswa mampu memecahkan masalah dengan logis dan mempersiapkan ke jenjang berikutnya. Metode dalam penelitian ini menggunakan kuantitatif deskriptif yang dilaksanakan di SDN Pejagan 1 Bangkalan dengan populasi siswa kelas V Tahun Ajaran 2014/2015. Teknik pengambilan sampel menggunakan sampling jenuh. Sampel penelitian sebanyak 39. Pengumpulan data menggunakan tes prestasi yang memuat ranah kognitif C4 (menganalisis), C5 (mengevaluasi), dan C6 (mencipta) pada taksonomi Bloom untuk mengetahui kemampuan berpikir tingkat tinggi siswa, kuesioner dan lembar observasi untuk mengetahui pembelajaran yang dilaksanakan. Teknik analisis data menggunakan t-tes satu sampel. Berdasarkan hasil penelitian dapat disimpulkan bahwa: (1) kemampuan berpikir tingkat tinggi siswa lebih dari 60%, dibuktikan dengan rata-rata kemampuan berpikir tingkat tinggi siswa dengan persentase 64,53%. (2) dalam pembelajaran secara umum sudah dilaksanakan dengan baik dan sudah mencakup level kemampuan berpikir tinggi siswa.","The aim of this research is to know the Higher Order Thinking of Students (HOTS in V grade on theme” Harmony on Society”. Higher thinking order is necessary for students from Elementary School especially on upper class in order to make students can solve their problem logically and can be prepare to the next level. Quantitative descriptive method is using in this research at SDN Pejagan 1 Bangkalan with students population on V grade 2014-2015. Technique and kind of this research are using saturated sampling. Sample of this research such 36 people. Data collection procedure is using achievement test such as: Cognitive field C4 (Analyze), C5 (Evaluate), C6 (Create) on bloom taxonomy to evaluate “Higher Order Thinking Skill of Students. Questioner and observation sheet used to know the learning process. Technique analyze data used T-test. Based on result of this research we can conclude that: 1) HOTS more than 60% proofed by mean of score with presents 64, 53%. 2) in general learning have done good enough and include to the Higher order thinking skill.","Priyono Tri Febrianto, S.Sos., M.Si","Wahid Khoirul Ikhwan, M.Pd",Pgsd
110611100131,Diska Febriadi,Hubungan Antara Kemandirian Belajar dengan Hasil Belajar Siswa pada Implementasi Kurikulum 2013 Tema 4 Berbagai  Pekerjaan (Studi Kasus Siswa Kelas IV SDN Kraton 3 Bangkalan Tahun Ajaran 2014/2015),"Penelitian ini bertujuan untuk mengetahui hubungan antara kemandirian belajar dengan hasil belajar Tema 4 Berbagai Pekerjaan pada siswa kelas IV SDN Kraton 3 Bangkalan Tahun Ajaran 2014/2015. Metode penelitian yang digunakan adalah metode survei dengan pendekatan korelasional. Populasinya adalah siswa kelas IV yang berjumlah 46 orang. Data dijaring dengan menggunakan instrumen berbentuk kuesioner dan tes hasil belajar Tema 4 Berbagai Pekerjaan. Uji persayaratan analisis menunjukkan bahwa variabel X dan Y berdistribusi normal. Persamaan regresi kedua variabel adalah Y = -4,282 + 0,251X. Hasil perhitungan koefisien korelasi menghasilkan r sebesar 0,597. Hasil pengujian signifikansi koefisien dengan menggunkan uji t menunjukkan kedua variabel adalah signifikan. Perhitungan koefisien determinasi menghasilkan r2 = 0,342. Ini berarti bahwa 34,2% variansi hasil belajar ditentukan oleh kemandirian belajar. 

Kata Kunci: kemandirian belajar, hasil belajar, survei, regresi,  korelasi","This reserach aims to know the relationship between student independence in learning and the academic Themes 4 Various Jobs achievement of fourth students at SDN Kraton 3 Bangkalan in the academic year of 2014/2015. The method used is survey method with the correlational approach. The population is 46 students of fourth. To gather data used questionnaries and test of Themes 4 Various Jobs achievement. Normality analysis result that both variables have normal distribution. Regression equation obtained was Y = -4,282 + 0,251X. Test of correlation result coefficient of 0,597. The correlations is significant. The calculation of the coefficient of determination resulted r2 = 0,342. This indicated that 34,2% variance of academic achievement determined by the independence learning.

Key words: independence learning, academic achievement, survey, regression, correlation","Drs. Harun Al Rasyid, M.Si.","Muhammad Busyro Karim, S.Ag., M.Si.",Pgsd
100471100034,FIKRI MUJADDIDI ALHAK,DIGITAL INFORMATION ASSISTANT,"Media informasi kini perkembangannya sangat pesat. Dengan 
kebutuhan yang tinggi setiap individu selalu membutuhkan informasi
setiap waktunya. Mahasiswa adalah bagian dari individu didalamnya.
Kebutuhan informasi tentang dosen, lokasi gedung, standart oprational 
prosedur,  dll selalu menjadi incaran mahasiswa.  Tujuan dari 
dirancangnya aplikasi DIGITAL INFORMATION ASSISTANT  FOR 
MULTIMEDIA AND NETWORK ENGINEERS ini secara garis besar 
adalah untuk memenuhi kebutuhan tersebut. Web adalah media yang 
bisa yang bisa diexplore  penggunaannya untuk itu aplikasi ini 
menggunakan web agar mudah digunakannya. Hadirnya ponsel dan 
gadget – gadget di era kini juga tidak luput oleh pengawasan sistem ini, 
berkolaborasi dengan Flash, dan Wireless Aplication Protocol, aplikasi 
ini menjadi lebih menarik, animatif, dan interaktif, yang bisa diakses
melalui ponsel  maupun gadget – gadget yang lain.  Dengan harapan 
mempermudah mahasiswa dalam mengakses informasi aplikasi ini 
sengaja dibangun dengan model yang sederhana dan mudah dipahami.
Kata kunci:  Digital Information Assistant, DIS, DIA, Informasi Dosen, 
Informasi MULTIMEDIA AND NETWORK ENGINEERS","Media information is now very rapid development. with
high requirement of every individual is always in need of information
every time. Students are part of the individual in it.
Information needs of the faculty, the location of the building, a standard oprational
procedures, etc. are always a target student. The purpose of
he designed the application DIGITAL ASSISTANT FOR INFORMATION
MULTIMEDIA AND NETWORK ENGINEERS is an outline
is to meet those needs. Web is a medium that
could that be diexplore use this application to the
using the web to be easy to use. The presence of mobile phones and
gadget - gadget in the present era are also not spared by this system surveillance,
collaborate with Flash, and Wireless Application Protocol, application
This becomes more interesting, animatif, and interactive, which can be accessed
through mobile phones and gadgets - another gadget. with expectations
easier for students to access the application information
deliberately constructed with a model that is simple and easy to understand.
Keywords: Digital Information Assistant, DIS, DIA, Lecturer in Information,
Information MULTIMEDIA AND NETWORK ENGINEERS","AERI RACHMAD, ST., MT",,Teknik Multimedia Dan Jaringan
100471100002,Achmad Husaini,Elektronik Pemilihan Kepala Desa Menggunakan Macromedia Flash (Studi Kasus : Desa Jungkarang),"ABSTRAK

Perkembangan teknologi informasi dan komunikasi saat ini sangat cepat dan pesat. Dengan demikian, pemanfaat akan teknologi tersebut sangat penting dilakukan untuk membantu menyelesaikan persoalan yang terjadi dalam kehidupan masyarakat. Termasuk dalam persoalan pemilihan kepala desa pun sebuah sistem dan teknologi baru sangat dibutuhkan dalam menyelesaikan masalah pemilihan kepala desa yang saat ini masih banyak di daerah-daerah yang dilakukan secara manual, termasuk di desa jungkarang yang masih dilakukan secara manual.
Salah satu hal yang sangat penting dalam pemilihan kepala desa adalah terdapatnya peluang kecurangan dan penyimpangan-penyimpangan yang mungkin terjadi. Saat pemilihan kepala desa tersebut dilakukan secara manual penyimpangan tersebut akan berpeluang sangat besar, sehingga untuk mengurangi dan memperkecil celah penyimpangan tersebut dibutuhkanlah sebuah sistem yang akan menangani permasalahan pemilihan kepala desa di desa jungkarang.
Terdapat beberapa kelebihan yang akan didapat saat pemilihan kepala desa tersebut dilakukan secara sistem, kelebihannya yaitu semakin berkurangnya celah berbagai penyimpangan yang mungkin terjadi, perhitungan suara yang cepat, menghemat surat/kertas suara, data pemilih disimpan dalam kesatuan database, dan penggunaan sistem bisa digunakan berulang kali.

Kata Kunci : sistem, e-pilkades, flash, database, php, mysql","ABSTRACT

The development of information and communication technology today is very fast and rapidly. Thus, users of the technology will be very important to help resolve problems that occur in people's lives. Included in the issue was a village election system and new technology is needed to solve the problem of village elections are now many in areas that done manually, including jungkarang village is still done manually.
One very important thing in a village election fraud is the presence of opportunity and deviations that may occur. When the village election irregularities done manually will be a very big opportunity, so as to reduce and minimize the deviation gap dibutuhkanlah a system that will address the problems in the village election jungkarang village.
There are several advantages to be gained when the village election conducted by the system, namely the reduction in the gap excess number of irregularities that may occur, rapid counting, save the letter / paper ballot, voter data is stored in a unified database, and use of the system can be used over and over times.

Keywords: systems, e-pilkades, flash, database, php, mysql","Aeri Rachmad, ST. MT.",,Teknik Multimedia Dan Jaringan
